file,text,length,category
8_d57b2179-d1d2-4d10-8bf6-a1600741b6a8.png,8,1,Num
5_f43ea432-33d4-49bb-b7ed-24d38a786835.png,5,1,Num
7_3ee1a7f8-d84c-4ae8-8efc-773c4b64cf6e.png,7,1,Num
8_b8429d07-1c4f-48c6-b60b-5b3bf7efa62b.png,8,1,Num
7_2e953217-59b2-414e-bc63-50498f039563.png,7,1,Num
5_53829064-e301-4d1c-801c-ccc69e705b75.png,5,1,Num
3_68210808-d641-4425-8d82-9eb4b8985112.png,3,1,Num
5_e5ceb674-83c4-45c8-bb12-a3842c08d5b2.png,5,1,Num
8_c8a3253c-754f-4b49-8fff-5f5a79cc0566.png,8,1,Num
3_d375618a-ce28-44a6-bdca-d408cbbb4b3f.png,3,1,Num
0_b3109ffd-7677-4aea-845c-76f0f7c14157.png,0,1,Num
0_ec07e102-72f5-4f80-89e7-97977e3bf637.png,0,1,Num
4_592fcfea-8878-4757-aa0d-8de1ccd88504.png,4,1,Num
1_1f8757c7-9eef-484f-bd3a-21e09ca5a720.png,1,1,Num
9_21eb3fd2-1819-4049-b9e5-5432de05c188.png,9,1,Num
8_3bfe64e0-b4ee-4c82-9801-c723bfae99a8.png,8,1,Num
5_bd196a79-2331-4d5c-a0f8-c5001e508d72.png,5,1,Num
8_12f25c13-1434-483b-b7b2-cf4eac482a87.png,8,1,Num
4_caf43002-4c67-42b3-91ba-3b7005e0b379.png,4,1,Num
6_0913f013-2e84-4731-a78e-6070fba258f5.png,6,1,Num
0_031df06b-7dd6-4a9e-b625-794df957e7f9.png,0,1,Num
6_5fced32d-3539-4a06-b572-3ff89155344e.png,6,1,Num
1_fa0765b6-e11a-494f-b9f2-1f6919f60808.png,1,1,Num
4_23f5f1ad-a4d2-4db0-8488-8d35047448f0.png,4,1,Num
4_f1fbf57b-4b24-4a3a-b9e5-7c2ca361b136.png,4,1,Num
8_965621bc-c80e-419a-8645-c81c50775fe0.png,8,1,Num
2_046301c3-793d-4661-9375-140424c33e7e.png,2,1,Num
9_05d82f48-1465-46ca-8d81-f00e0ea56c34.png,9,1,Num
8_665bd497-c37f-4bb8-b037-d8a8b79f2779.png,8,1,Num
7_216289e8-01ff-4583-978b-b6682a63a98b.png,7,1,Num
1_b09ba244-0bc8-4fd0-929c-b5cf7657b89a.png,1,1,Num
7_375e45a4-c108-4eca-8b45-ab129264f6fb.png,7,1,Num
5_7108e8ee-7c3b-4b60-96dd-5eed926c005a.png,5,1,Num
4_9b141e52-afaa-46e8-9287-ae7e2868a809.png,4,1,Num
6_4275e2a7-bc5b-4777-8a86-46c77c9d7705.png,6,1,Num
3_c9da5434-18e1-4b4f-b964-cea5d6952e66.png,3,1,Num
